,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
29583,196,322,135,1,35,1,0,0,0,1968,2657.5398524636253,103.46939473590616,360.0,1.0,2,1,33015,3,25.92,-80.2
29585,257,252,135,1,23,0,0,1,0,1174,3505.598881563693,245.80559721742907,360.0,1.0,2,0,33183,3,25.96,-80.41
29588,76,60,160,1,22,0,1,0,1,1218,2769.322471759903,351.2608626740257,360.0,1.0,2,1,33149,3,25.76,-80.27
29589,404,292,7,1,51,0,0,0,0,1909,441.36670137404394,155.37904701314744,360.0,0.0,2,1,33147,3,25.52,-80.29
29592,86,145,135,1,21,1,2,0,1,3926,645.3038811384483,158.86754705785737,360.0,0.0,0,1,33137,3,25.61,-80.24
29595,394,358,137,0,28,0,2,0,0,2515,614.2990005684255,102.1265191160926,360.0,1.0,0,1,33180,3,25.93,-80.13
29596,32,93,64,1,22,0,1,0,0,1385,2722.808432901628,144.37562999357453,180.0,1.0,1,1,33018,1,25.6,-80.16
29597,99,334,67,1,31,1,1,0,1,1600,1299.4108766922923,145.43420063421354,300.0,1.0,2,1,33169,3,25.82,-80.36
29598,124,234,44,1,27,1,0,0,1,987,2364.155951065198,102.02588315234439,360.0,1.0,1,1,33173,3,25.71,-80.36
29600,248,266,150,1,25,1,0,0,0,1330,3067.557875205448,183.52300936256822,480.0,1.0,1,1,33172,4,25.78,-80.3
29602,400,322,25,1,34,0,0,1,0,1485,1978.2014675147516,192.69376178153334,360.0,1.0,1,0,33131,3,25.7,-80.24
29603,325,1,135,1,25,0,0,0,0,2098,1260.1301589674192,184.4105172449745,360.0,1.0,2,0,33196,3,25.27,-80.35
29605,173,280,98,1,44,1,0,0,0,1318,1559.4737798043193,186.0966782551085,120.0,1.0,0,1,33128,3,25.49,-80.27
29610,170,275,126,1,37,1,0,0,0,941,4184.469660637211,118.9537488373614,360.0,1.0,0,1,33184,3,25.78,-80.41
29617,359,80,23,1,23,0,0,0,1,3409,2894.644118765281,117.1625961275194,360.0,1.0,1,1,33193,0,25.9,-80.24
29630,346,294,59,1,24,1,0,0,0,973,3791.8727359363857,116.0666109795844,360.0,1.0,2,1,33154,3,25.94,-80.18
29634,319,281,1,0,43,1,1,0,0,963,782.8495289025301,101.1071977396488,360.0,1.0,0,1,33030,3,25.81,-80.41
29635,391,3,114,1,20,0,0,0,0,2583,515.0198811251644,244.56369126362637,360.0,1.0,1,0,33137,3,25.94,-80.41
29636,234,260,115,1,41,1,2,0,0,1559,1682.2146900586526,196.99283751798183,360.0,1.0,0,1,33184,3,25.57,-80.29
29637,246,2,1,1,35,0,0,0,0,739,1501.8312875749648,147.38876431022032,360.0,1.0,0,1,33031,3,25.77,-80.24
29638,215,202,152,1,19,1,0,0,0,1635,1356.7154667012474,133.47601801727907,60.0,1.0,0,1,33141,3,25.85,-80.21
29640,81,27,44,1,23,1,0,0,1,1426,1369.921038321303,95.74464317439102,360.0,0.0,1,0,33030,3,25.79,-80.35
29644,145,296,172,1,42,0,0,0,0,2291,4094.609905708268,96.70443988283802,180.0,1.0,0,1,33013,4,25.64,-80.18
29645,54,114,118,1,20,1,0,0,0,2590,1923.8084701766688,138.62424599644922,360.0,0.0,1,1,33030,3,25.78,-80.27
29646,51,6,1,1,25,1,0,0,0,2309,1115.6549336589821,101.6435604565311,360.0,0.0,0,1,33054,3,25.93,-80.36
29647,48,252,92,1,37,0,1,0,0,2364,1658.6411108221914,163.65243199536158,360.0,1.0,2,0,33149,3,25.93,-80.27
29649,303,241,114,1,27,0,0,1,0,1032,2371.654982054297,347.7666897668929,360.0,1.0,2,0,33184,3,25.72,-80.28
29650,307,262,5,1,42,0,2,0,0,1022,2345.3421504021458,99.47703402817051,360.0,1.0,1,0,33033,2,25.89,-80.32
29654,392,88,99,1,50,0,0,0,0,4751,3021.5169612032987,132.2861538458524,480.0,0.0,1,1,33173,3,25.88,-80.51
29655,51,206,28,1,43,0,1,0,1,5510,1446.6936594288727,175.5970311335891,360.0,0.0,0,1,33154,1,25.82,-80.18
29656,0,311,135,1,22,1,0,0,0,2982,1432.8672976051162,105.4745390865039,360.0,1.0,2,0,33149,3,25.78,-80.45
29659,94,101,13,1,23,1,1,0,0,997,3067.773940945492,134.23573982572384,360.0,1.0,1,1,33169,3,25.96,-80.51
29660,101,269,101,0,44,0,3,1,0,1545,1562.3396875974697,110.78424504625426,180.0,1.0,0,0,33014,3,25.86,-80.15
29662,158,103,10,1,47,0,0,0,0,3874,1311.70305451377,108.68227189273458,360.0,1.0,1,1,33055,3,25.9,-80.18
29664,374,119,135,1,20,1,0,0,0,854,1515.6081213580248,138.52440419247452,360.0,0.0,1,1,33165,3,25.7,-80.45
29668,209,288,4,1,20,0,3,0,0,2730,1352.8329980006556,134.01407405860564,360.0,1.0,2,1,33143,3,25.85,-80.46
29669,248,353,69,1,33,1,1,1,0,1726,2749.0910190503637,157.57056092740433,360.0,1.0,0,1,33177,3,25.56,-80.38
29671,33,157,122,1,19,0,1,0,1,1578,2874.888121771623,237.24796467667986,360.0,0.0,1,1,33174,0,25.64,-80.38
29677,189,319,135,1,32,1,2,0,0,1229,1980.3480126348659,101.08145039567563,360.0,1.0,2,0,33185,0,25.77,-80.16
29678,319,206,108,1,26,1,0,0,0,1440,1401.3285037790095,100.62713626434919,360.0,1.0,1,0,33032,3,25.85,-80.3
29680,267,126,167,1,41,1,0,0,0,1914,2294.5995517365163,99.93888073335313,300.0,1.0,2,1,33160,3,25.52,-80.4
29682,170,77,114,1,30,1,1,0,1,981,2043.2483963184654,133.84300117599776,360.0,0.0,0,0,33125,3,25.48,-80.4
29683,395,107,130,1,24,1,0,0,0,991,1960.6737845586742,145.85178720255962,360.0,0.0,1,1,33131,7,25.73,-80.3
29686,263,330,141,1,37,0,0,0,0,5156,1720.8096435198163,237.23786459288652,300.0,0.0,1,0,33170,3,25.67,-80.27
29693,342,353,161,1,53,0,0,0,0,1633,2813.3657364600194,125.10713834870168,84.0,0.0,2,0,33127,3,25.65,-80.31
29694,382,308,116,1,33,1,1,0,0,1508,2421.888673445499,122.67932667180727,180.0,1.0,2,1,33131,3,25.93,-80.21
29697,328,260,11,1,23,0,1,0,0,4729,1757.3820956859233,114.7958773092293,180.0,0.0,1,1,33014,3,25.49,-80.31
29698,407,323,62,1,47,0,0,0,0,2566,2467.3545727542964,133.73068208802627,360.0,1.0,0,1,33122,7,25.85,-80.41
29702,385,252,71,1,26,0,0,0,0,2019,1155.5151677118347,265.74344951785093,360.0,1.0,0,1,33170,3,25.79,-80.18
29703,267,5,135,0,19,0,0,0,0,1145,924.4855844739147,137.16593644191568,36.0,0.0,0,1,33169,1,25.89,-80.23
29707,408,148,130,1,39,0,1,0,1,995,3039.563508098035,190.61562033536666,300.0,1.0,2,1,33184,1,25.65,-80.5
29708,344,345,171,1,38,1,0,0,1,4199,2122.4389482500856,120.70707509093735,360.0,1.0,0,1,33147,3,25.81,-80.3
29709,21,320,135,1,52,0,0,1,0,1756,1943.7134540359814,263.0250664496033,360.0,1.0,2,1,33138,3,25.27,-80.21
29710,36,260,101,1,21,0,0,0,0,2924,1679.9668348546843,129.99964590588172,360.0,1.0,1,1,33122,0,25.82,-80.35
29711,133,187,135,1,44,1,0,1,0,894,2121.2377645475926,216.54343878746084,360.0,1.0,0,1,33144,3,25.85,-80.3
29712,327,235,46,1,20,0,0,0,0,1639,2323.440426735218,142.66770119572365,360.0,1.0,1,1,33168,3,25.76,-80.33
29714,375,110,73,1,25,0,0,0,0,942,1665.6493746253486,102.33625724410557,360.0,1.0,0,1,33196,3,25.7,-80.45
29715,279,57,87,1,42,0,0,0,0,6224,2669.516442492742,103.54648041146929,360.0,1.0,2,1,33186,3,25.56,-80.27
29716,364,86,52,0,20,0,0,0,1,2849,1455.0938290826348,102.80021328848792,360.0,1.0,0,1,33170,7,25.96,-80.18
29717,328,164,167,1,43,0,1,0,0,3291,871.0134693596419,121.18681283424068,480.0,0.0,0,1,33127,3,25.82,-80.18
29720,181,197,62,1,28,1,0,0,0,4977,2908.867970561011,249.55105580169658,360.0,1.0,1,0,33158,3,25.52,-80.3
29725,398,270,60,1,28,1,0,0,0,1162,2131.1800820867065,117.81608115370642,360.0,1.0,0,1,33155,3,25.74,-80.31
29728,109,130,134,1,51,0,0,1,1,4793,2088.612339755369,258.20845597833727,300.0,1.0,1,1,33143,3,25.81,-80.13
29734,267,138,88,1,39,1,0,0,0,3038,2111.272221539592,238.49129383868677,360.0,0.0,1,1,33157,3,25.89,-80.15
29736,270,272,135,1,30,1,0,0,0,2031,1189.4751852760537,96.91509049941304,360.0,1.0,0,1,33137,3,25.77,-80.27
29738,136,108,114,1,43,0,2,0,0,2728,744.6006033899878,190.7983705525494,360.0,1.0,1,1,33167,3,25.91,-80.3
29739,114,289,57,1,51,0,0,0,1,1724,2736.165483472746,245.46415847797743,360.0,1.0,1,1,33014,3,25.6,-80.24
29740,221,292,92,1,20,0,0,0,0,906,866.3160604696641,169.07160157032442,360.0,0.0,1,1,33030,3,25.48,-80.31
29745,255,86,114,1,43,0,0,0,0,990,1573.9086206840939,149.47371571999358,360.0,1.0,2,1,33161,3,25.72,-80.36
29748,133,35,1,1,35,0,0,0,0,4232,2824.6822622494274,144.13105868405052,60.0,0.0,1,1,33014,0,25.92,-80.35
29757,177,185,39,1,44,1,0,0,0,1877,1650.1177128156885,158.1591094723069,360.0,1.0,2,1,33167,1,25.61,-80.31
29758,407,259,84,0,48,0,3,0,0,1032,1185.4564005372333,140.9152554475694,360.0,1.0,2,1,33162,3,25.76,-80.2
29762,100,89,117,1,35,1,0,1,1,2052,2751.8419691634826,180.94439410268956,360.0,0.0,0,1,33137,2,25.76,-80.45
29767,184,39,114,1,45,1,0,0,0,4041,712.3611089771189,163.11354777137254,360.0,0.0,0,1,33039,3,25.86,-80.27
29771,131,251,64,1,27,0,0,0,0,1769,2648.102275009888,179.43874275628878,360.0,1.0,1,0,33144,3,25.7,-80.14
29772,114,175,13,0,28,0,0,0,0,2011,853.945868662852,151.30789359059227,360.0,1.0,2,1,33122,3,25.9,-80.3
29777,84,39,35,1,31,1,0,0,0,935,1330.913333409319,138.72633515769851,360.0,1.0,0,1,33176,3,25.79,-80.28
29779,280,349,53,1,23,0,0,0,0,988,2716.2829777676793,151.51821063812656,360.0,0.0,1,1,33158,2,25.7,-80.24
29781,180,26,45,1,43,1,0,1,0,762,3053.4135437484915,96.06551729760447,360.0,1.0,0,1,33143,3,25.73,-80.14
29782,53,62,1,1,25,1,0,0,1,3633,2850.454654683357,105.34953228774219,360.0,1.0,1,1,33180,3,25.7,-80.3
29786,379,11,11,1,35,1,0,1,0,1276,2283.4218194043874,204.7679599979656,360.0,1.0,0,0,33142,3,25.75,-80.36
29794,391,262,114,1,21,1,0,1,0,955,1515.8204966201363,108.45133618984312,360.0,1.0,0,1,33137,3,25.61,-80.46
29797,392,79,27,0,42,1,1,0,0,4271,1387.9382724477668,111.10720242343893,84.0,0.0,2,0,33031,7,25.85,-80.21
29802,198,329,77,1,45,1,0,0,0,3512,1330.0776182190434,158.95927270845786,360.0,1.0,0,1,33054,0,25.96,-80.15
29803,331,164,165,1,20,0,2,1,0,2594,1788.0548096575671,99.72403268731448,360.0,0.0,1,1,33157,3,25.89,-80.51
29804,322,309,29,1,35,0,0,0,0,2849,1425.3490409991275,95.77440981121796,360.0,1.0,2,1,33030,3,25.81,-80.51
29809,57,91,46,1,22,0,0,0,0,1681,1608.6689588381316,148.22965916448993,360.0,1.0,1,1,33109,4,25.73,-80.3
29811,34,216,70,1,25,1,2,0,0,1605,1572.0253894441673,93.66294447640601,360.0,1.0,1,1,33126,3,25.7,-80.41
29812,3,317,130,1,20,1,0,1,0,1474,1508.2603036881571,123.16188908059652,360.0,0.0,1,1,33158,0,25.27,-80.32
29815,359,5,106,1,29,1,1,0,0,1232,2370.370828619405,137.07272494374396,180.0,1.0,0,1,33155,3,25.85,-80.19
29816,184,130,152,1,52,0,0,0,0,1428,1850.4833938309164,143.06555387431598,360.0,1.0,1,1,33183,3,25.49,-80.18
29819,71,225,18,1,21,0,0,0,0,2064,2144.4749648860134,185.4081069112744,360.0,1.0,0,0,33176,3,25.68,-80.2
29820,81,176,18,0,27,0,0,0,0,1338,1115.897604985789,110.52961336420923,180.0,1.0,2,1,33122,3,25.56,-80.36
29821,152,183,48,1,25,0,0,0,0,1548,1820.7627121171722,118.07208480708692,360.0,0.0,1,1,33014,3,25.65,-80.49
29827,331,206,166,1,30,0,1,0,0,1774,2520.8204609110535,333.2606448756032,360.0,1.0,1,1,33174,3,25.7,-80.14
29828,232,137,128,1,24,1,0,0,0,1998,2041.6863245609586,97.35818466362093,360.0,1.0,0,1,33109,3,25.92,-80.32
29832,96,64,18,0,22,0,0,0,0,1874,2562.5627040539875,167.9501458791895,180.0,0.0,0,0,33173,3,25.91,-80.18
29836,45,18,114,1,24,0,0,0,0,1698,1989.0217350782355,97.49082427566753,360.0,1.0,0,0,33170,3,25.73,-80.47
29838,119,88,111,1,24,0,0,0,0,849,1071.3607285557612,131.30775675006677,180.0,1.0,0,0,33156,3,25.76,-80.3
29839,58,190,135,1,27,0,0,0,0,1095,2345.8402733158746,97.66629095921274,360.0,1.0,0,1,33015,3,25.52,-80.14
29840,46,242,135,1,24,1,0,0,0,2362,1401.319377929119,139.48200076155706,360.0,1.0,0,1,33146,3,25.85,-80.4
29843,403,307,18,0,42,0,2,1,0,2103,1450.0426075494047,97.00521919297027,180.0,1.0,1,1,33170,3,25.57,-80.63
29847,65,181,135,0,34,1,2,0,0,2151,1628.615879557387,113.03666936388163,360.0,1.0,0,1,33162,3,25.71,-80.26
29848,322,95,65,1,41,0,0,0,0,2377,2010.0502078443656,134.26518507887585,360.0,1.0,0,1,33160,0,25.82,-80.27
29850,343,332,126,1,22,1,0,0,0,1870,2125.2986484537682,131.74568977613438,360.0,1.0,2,1,33196,3,25.67,-80.16
29852,110,145,133,1,27,0,0,0,0,3566,1392.5589361545328,209.66787349143303,360.0,1.0,1,0,33149,1,25.76,-80.41
29857,170,308,75,1,34,0,3,0,0,1470,2594.4306915262246,152.48015458154407,360.0,0.0,1,0,33127,2,25.78,-80.47
29859,280,128,135,0,48,0,2,1,0,878,1453.031334771246,310.6862587570596,360.0,1.0,0,1,33189,3,25.78,-80.41
29860,361,241,49,1,33,1,2,0,0,2034,1640.2168044404639,123.09048762115921,84.0,0.0,1,0,33126,4,25.79,-80.13
29862,118,168,131,1,20,0,0,1,0,1646,977.6814582163297,97.1896276640824,360.0,1.0,1,0,33169,0,25.73,-80.27
29866,130,337,54,1,28,0,0,0,1,1798,2350.6973121449328,124.02595251680839,480.0,1.0,1,0,33016,3,25.82,-80.13
29867,270,91,126,1,37,1,2,0,0,2349,1111.4379213188147,137.7943926390251,360.0,0.0,1,0,33180,3,25.46,-80.36
29871,19,15,101,1,25,1,0,0,1,877,1788.4981602395,127.67568748332255,360.0,0.0,1,0,33185,1,25.77,-80.16
29872,385,193,166,1,53,0,2,0,0,3664,1809.5504799683058,129.28116957086166,360.0,1.0,0,0,33178,3,25.9,-80.16
29873,46,325,139,0,38,1,1,0,0,2399,1966.3930638423428,180.76021530176064,360.0,1.0,2,1,33131,4,25.7,-80.28
29879,152,48,8,0,20,0,3,1,0,3612,1171.6902078859193,119.96913723487519,360.0,0.0,1,1,33140,3,25.89,-80.28
29884,59,219,107,1,24,1,0,0,0,1347,3578.792612336965,121.1389748840387,360.0,0.0,1,1,33176,3,25.94,-80.41
29890,123,28,52,1,30,0,0,0,0,1354,925.7764602739867,209.93024753593608,360.0,1.0,1,0,33130,4,25.9,-80.16
29891,190,352,65,0,30,0,0,0,0,3433,4085.890572636543,147.39611671696724,60.0,1.0,0,0,33167,3,25.76,-80.18
29896,118,342,126,1,43,0,2,1,0,1565,2662.5667886956203,102.73885558622334,360.0,0.0,1,1,33130,0,25.77,-80.58
29900,171,130,156,0,19,0,0,0,0,2238,1761.7175613120417,94.78128745658734,180.0,0.0,0,1,33185,4,25.74,-80.27
29904,174,56,1,1,48,0,2,0,0,1595,2870.8971855096615,103.76588207564079,180.0,1.0,2,1,33189,3,25.73,-80.36
29905,279,91,135,1,30,0,0,0,0,3249,3398.299984400797,100.01742649939266,300.0,1.0,2,0,33174,3,25.78,-80.21
29907,44,217,96,1,34,1,2,0,0,941,2280.0316055295852,155.79817497967676,360.0,1.0,1,0,33170,3,25.78,-80.31
29911,114,48,23,1,37,0,0,0,0,1813,1700.7891914763566,138.05678148740384,360.0,1.0,1,0,33190,3,25.83,-80.2
29915,294,150,135,1,33,1,0,1,0,1320,2178.8369556526513,105.1896684656066,360.0,0.0,1,1,33128,1,25.93,-80.4
29922,267,46,159,1,24,1,2,0,0,1267,1820.6665055321782,100.11639041366857,360.0,1.0,0,0,33133,2,25.83,-80.32
29925,51,349,96,0,46,0,0,0,0,1342,2974.4368708647926,119.55545085456548,360.0,0.0,0,1,33030,3,25.81,-80.31
29926,43,243,46,1,34,1,3,0,0,1399,1146.9040601638717,151.4424968364709,84.0,1.0,2,1,33150,2,25.72,-80.38
29930,4,217,172,0,48,0,0,1,0,954,1776.3419967594477,236.44756246092072,360.0,1.0,2,1,33135,1,25.81,-80.36
29931,304,319,54,1,25,1,0,0,0,3631,1816.0463446143467,163.37380498346852,360.0,1.0,1,1,33178,3,25.65,-80.2
29934,125,76,51,1,28,0,1,0,0,1718,3395.7372421209157,130.28551199193035,360.0,1.0,2,1,33018,3,25.89,-80.2
29935,320,51,73,1,20,0,0,1,0,1773,2456.536530886351,133.83055959483744,120.0,1.0,0,1,33033,3,25.93,-80.16
29938,56,77,114,1,39,0,0,0,0,930,1676.6608922408043,268.3024083660947,360.0,0.0,0,1,33109,3,25.48,-80.41
29939,38,109,26,1,35,1,0,1,1,1913,2120.6727672786537,151.37808096975292,120.0,1.0,0,0,33161,3,25.52,-80.14
29941,328,149,3,1,31,1,2,0,0,5214,2401.5763472245126,126.053827208764,180.0,1.0,1,0,33134,3,25.85,-80.18
29942,115,338,114,0,34,0,3,0,0,1527,1648.8140738463112,116.38282182072876,360.0,1.0,0,1,33176,3,25.83,-80.32
29943,270,275,118,1,48,0,0,0,0,1258,1523.2825339362125,129.41931899166605,360.0,1.0,2,1,33183,3,25.9,-80.3
29944,30,275,135,1,27,0,0,0,0,1860,2516.0690701767066,188.68634425095428,360.0,1.0,2,0,33035,7,25.96,-80.16
29948,311,333,39,1,20,0,2,0,0,1339,3144.561038269461,121.9685300401907,360.0,1.0,1,0,33185,3,25.76,-80.34
29954,351,202,135,1,40,1,0,0,0,950,2988.4915801622024,139.4316315709344,360.0,1.0,1,0,33150,3,25.78,-80.24
29955,255,164,135,1,21,0,2,1,0,1631,2857.942235748477,134.78470942755246,360.0,1.0,2,0,33149,3,25.73,-80.41
29957,270,183,134,1,23,0,0,0,1,1857,1350.3901147190463,113.8290470269138,180.0,1.0,0,1,33149,3,25.6,-80.46
29962,321,351,45,1,39,0,2,0,0,1615,2136.866403857242,142.1882471009188,360.0,1.0,2,1,33178,3,25.52,-80.36
29964,16,119,114,1,34,0,3,0,0,2711,2323.818389187263,174.89904398818072,240.0,1.0,0,0,33101,3,25.93,-80.27
29966,304,336,136,1,43,0,0,0,0,982,1452.505349100607,126.37565089134034,180.0,1.0,2,0,33144,3,25.85,-80.14
29968,92,315,119,1,21,1,3,0,0,3262,2521.1694073690437,143.4509030048585,180.0,0.0,0,1,33129,4,25.78,-80.34
29969,10,70,30,1,23,0,0,0,1,1031,2422.117415547159,204.3335506492558,360.0,0.0,2,1,33193,1,25.89,-80.32
29972,60,97,44,1,21,0,0,1,0,1644,1056.5027903334249,118.17417481507105,180.0,1.0,0,1,33137,0,25.73,-80.27
29973,245,299,114,1,22,0,0,0,0,2282,1464.3469679266573,117.73634565334159,360.0,0.0,0,1,33130,3,25.85,-80.15
29974,288,159,114,1,25,1,2,0,0,2783,2121.5805446099157,135.22024253609817,360.0,0.0,2,0,33133,3,25.93,-80.21
29975,136,284,160,1,38,0,0,0,0,2087,1952.20290571921,101.22773190591411,360.0,1.0,1,1,33056,3,25.78,-80.31
29978,265,273,90,0,31,1,2,1,0,1411,1383.5317081457538,139.25390819201706,480.0,1.0,0,0,33016,3,25.52,-80.5
29981,210,323,104,1,39,0,0,1,0,1605,2445.7614879308176,184.6495291600801,360.0,1.0,1,1,33056,3,25.76,-80.14
29984,362,161,18,1,35,1,1,1,0,1098,1625.168789985424,96.69976291919298,360.0,0.0,2,0,33012,1,25.85,-80.14
29994,213,244,114,1,21,0,2,0,0,1499,1607.8623557277897,141.6414082349991,360.0,1.0,0,0,33173,3,25.73,-80.35
29995,393,34,68,0,46,0,2,0,0,2821,1894.3690074062806,132.2031630717957,360.0,1.0,0,1,33142,3,25.67,-80.18
29999,248,2,65,1,37,0,0,0,0,1856,1880.5318710720658,127.50803162571229,180.0,1.0,0,1,33130,3,25.76,-80.41
30000,362,234,81,1,42,0,2,0,1,2306,1593.5084386515275,93.32808896807589,360.0,0.0,0,1,33167,7,25.83,-80.18
30005,315,80,119,0,39,0,0,0,0,1998,968.5699468954851,255.36179922250795,360.0,1.0,0,1,33154,3,25.75,-80.2
30006,197,321,84,1,24,0,0,0,0,958,947.8773561968605,92.87578191944134,360.0,1.0,1,1,33185,3,25.68,-80.24
30012,140,171,1,1,25,0,3,0,0,3014,1465.4436370191581,260.10025022384855,480.0,1.0,0,1,33054,3,25.56,-80.36
30013,59,288,119,1,42,0,0,0,0,3241,2953.6910186064547,96.75536915124371,360.0,1.0,2,1,33139,3,25.81,-80.18
30016,209,162,82,1,48,1,0,1,0,1952,2516.9209093970794,97.31795657466256,360.0,1.0,0,1,33184,4,25.85,-80.18
30017,56,125,126,0,26,0,2,0,0,1602,1903.9681360905947,273.15653585516293,360.0,1.0,2,1,33138,4,25.5,-80.51
30023,244,256,62,1,22,1,1,0,0,2603,2082.321144655703,127.70653822630962,360.0,1.0,0,1,33196,4,25.53,-80.5
30025,306,164,0,1,31,1,0,0,1,1428,3619.0297715091,94.30194742528882,360.0,1.0,2,1,33031,1,25.94,-80.39
30026,39,280,33,1,39,1,0,0,0,1031,1191.948267321794,132.58661659001717,360.0,1.0,2,1,33161,3,25.95,-80.17
30029,6,266,7,1,28,0,0,0,0,6550,2106.653078514249,130.26931002456013,360.0,1.0,0,1,33175,4,25.93,-80.14
30031,270,245,153,1,28,1,0,0,0,1044,2210.832175865493,195.4618086289258,360.0,1.0,0,1,33182,3,25.85,-80.36
30036,270,120,157,0,20,0,0,1,0,1175,988.5339785570529,100.05490450840847,180.0,1.0,2,1,33131,4,25.49,-80.41
30037,72,341,155,1,25,0,2,0,1,1061,2196.27329424253,154.82691133119417,180.0,1.0,2,1,33161,3,25.78,-80.32
30039,58,106,114,1,33,1,1,0,1,1135,1851.9256591116934,160.58978352292974,360.0,0.0,1,0,33193,3,25.74,-80.34
30041,7,74,36,1,24,1,3,0,0,1843,1969.8791098233323,234.07278117854256,180.0,1.0,0,0,33137,3,25.93,-80.36
30042,327,242,166,1,29,1,2,0,0,2449,1140.1835724013486,234.06903318677803,360.0,0.0,2,1,33162,3,25.49,-80.34
30043,167,262,135,1,23,0,0,0,0,998,1531.849249649249,207.03054879005157,360.0,1.0,1,0,33033,3,25.85,-80.3
30047,13,259,135,1,34,0,0,0,0,2307,1999.2816147256935,186.93916658509897,360.0,1.0,1,1,33018,3,25.9,-80.36
30049,318,168,155,1,24,0,0,0,0,2828,3333.145094673316,184.3241378941803,360.0,1.0,1,1,33150,3,25.83,-80.27
30050,51,281,114,1,22,0,0,0,0,2368,680.6222188036772,152.94895545615364,360.0,1.0,1,1,33157,3,25.73,-80.3
30051,289,351,18,1,26,0,0,0,1,3550,2693.051640776243,132.62865399924902,300.0,1.0,2,0,33149,3,25.53,-80.24
30052,204,240,1,1,42,1,3,0,0,1668,626.774377981516,127.71823512951427,360.0,0.0,2,0,33158,0,25.77,-80.18
30055,85,266,139,0,24,0,0,0,0,1715,934.9503085179041,159.4215267798407,360.0,0.0,1,0,33109,0,25.67,-80.34
30056,196,164,135,1,34,0,1,1,1,1534,1897.6363948333803,174.44918379153762,360.0,0.0,1,1,33170,3,25.9,-80.51
30057,163,126,153,1,36,1,2,0,0,7317,1094.5470098035717,125.04294436238118,360.0,1.0,2,1,33122,3,25.53,-80.4
30058,327,327,104,1,26,1,3,0,0,1313,1112.0872029673153,113.25174086365435,360.0,1.0,0,1,33122,0,25.82,-80.26
30063,111,268,0,0,43,1,0,0,0,2030,1734.5046454610826,98.7777895115113,360.0,0.0,2,0,33194,3,25.92,-80.5
30066,279,249,135,1,26,0,0,0,1,1770,1540.6005275954888,115.24996407494125,360.0,1.0,0,1,33147,3,25.73,-80.3
30069,66,106,65,1,27,1,0,0,0,7341,1445.0002280460506,123.5286131207586,360.0,1.0,0,1,33194,3,25.93,-80.24
30071,355,235,135,1,25,0,2,1,0,2876,1737.8110469855324,133.5997962185995,360.0,0.0,1,1,33158,3,25.75,-80.14
30073,387,303,1,1,20,0,0,0,0,802,1608.9494791001098,144.92761238959096,360.0,1.0,1,1,33193,0,25.89,-80.24
30074,185,145,135,1,45,1,0,0,0,1556,4213.525252452864,159.71570130739576,360.0,1.0,2,1,33190,3,25.48,-80.31
30076,140,224,171,1,26,1,0,0,0,2167,1811.7140997096553,140.3333304504987,180.0,1.0,2,1,33035,3,25.93,-80.36
30077,270,275,135,1,35,1,0,0,0,977,2356.5400770376255,114.51236594796899,360.0,0.0,1,1,33101,3,25.83,-80.36
30078,322,193,114,1,22,1,0,0,0,1917,1932.796927818571,139.1315004682946,360.0,1.0,2,1,33149,3,25.75,-80.2
30079,159,261,114,1,26,0,0,0,0,1532,2433.0851057426657,106.39988214433737,360.0,1.0,1,0,33138,3,25.48,-80.24
30083,153,110,44,1,34,0,0,0,0,3009,1100.8602796970035,242.66011443911373,360.0,1.0,2,1,33032,3,25.73,-80.24
30084,310,342,159,1,29,0,0,0,0,2940,3849.997144303892,108.56398327755136,360.0,0.0,1,1,33181,3,25.61,-80.4
30087,396,30,135,0,26,0,3,0,0,1621,3742.535053896282,190.6590888546594,360.0,1.0,2,0,33033,3,25.67,-80.28
30092,153,354,18,1,23,1,0,0,0,1302,2896.9694902550987,110.42935925017964,360.0,1.0,1,1,33031,3,25.82,-80.51
30093,66,283,116,1,36,0,0,0,0,2250,705.1814310911996,168.17855354604146,360.0,1.0,2,1,33126,6,25.7,-80.38
30096,197,184,173,1,34,1,3,0,0,3174,2080.1221439378696,113.02315911276662,360.0,0.0,0,0,33168,3,25.6,-80.18
30100,252,143,147,0,39,0,0,0,0,946,978.4576982091303,149.4473530363425,360.0,1.0,2,0,33015,3,25.9,-80.18
30103,4,169,114,1,22,1,0,0,0,2056,1932.422348429199,116.12793236012396,360.0,1.0,2,1,33122,0,25.72,-80.21
30104,395,177,65,1,34,0,2,0,1,2971,2215.1436949815484,208.5573681886341,120.0,1.0,1,0,33166,1,25.85,-80.18
30107,399,53,114,1,47,0,0,0,0,1503,1904.4041662590942,112.0782542836233,360.0,1.0,0,1,33122,3,25.78,-80.3
30108,300,153,108,1,19,0,2,1,0,1175,1113.664750194663,167.1571576204994,360.0,0.0,1,1,33167,3,25.92,-80.2
30109,132,85,1,1,39,0,0,0,0,786,2322.5851682669313,96.5091692800097,360.0,1.0,0,1,33140,3,25.48,-80.21
30115,376,54,84,1,35,1,0,0,0,1461,1571.65138974896,115.42901785013824,360.0,1.0,0,1,33138,3,25.77,-80.31
